"rank","player","age","team","position","games_played","games_started","minutes_per_game","field_goals_made","field_goals_attempted","field_goal_pct","three_point_made","three_point_attempted","three_point_pct","two_point_made","two_point_attempted","two_point_pct","effective_fg_pct","free_throws_made","free_throws_attempted","free_throw_pct","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points","awards"
221,"Nick Richards",27,"PHO","C",36,34,816,6.2,10.3,0.605,0,0,0,6.2,10.2,0.608,0.605,2.6,3.2,0.822,4.3,9.3,13.6,0.9,0.3,1.3,2.1,4.1,15.1,NA
222,"Dean Wade",28,"CLE","PF",59,30,1252,3.2,7.8,0.413,2.3,6.4,0.36,0.9,1.4,0.653,0.561,0.5,0.9,0.533,1.5,5.7,7.2,2.2,1.2,0.6,0.6,2.9,9.2,NA
223,"Ricky Council IV",23,"PHI","SF",73,12,1250,5.1,13.3,0.382,1.6,6.1,0.258,3.5,7.2,0.488,0.442,3.5,4.4,0.804,1.5,4.7,6.2,2.8,0.9,0.4,1.5,1.9,15.3,NA
224,"Tidjane Salaün",19,"CHO","PF",60,10,1244,3.3,10,0.33,1.7,5.9,0.283,1.6,4.1,0.4,0.414,1.9,2.7,0.713,2,6.1,8.1,2.1,0.8,0.4,1.7,2.4,10.2,NA
225,"Bobby Portis",29,"MIL","PF",49,7,1244,8,17.2,0.466,1.9,5.2,0.365,6.1,12.1,0.508,0.52,1.8,2.1,0.836,2.6,9.3,11.9,3,1,0.8,1.6,2.7,19.7,NA
226,"Moussa Diabaté",23,"CHO","C",71,8,1241,4.8,8.1,0.596,0,0.2,0,4.8,7.9,0.609,0.596,2,3.4,0.595,5.4,7.3,12.7,1.6,1.3,1.2,1.8,3.2,11.7,NA
227,"Jeremiah Robinson-Earl",24,"NOP","PF",66,9,1239,4.6,10.1,0.455,1.6,4.8,0.341,3,5.3,0.557,0.536,1.3,1.6,0.836,3.2,6,9.2,2.6,1.1,0.2,1.5,2.3,12.1,NA
228,"Simone Fontecchio",29,"DET","SF",75,0,1237,4.4,10.9,0.402,2.2,6.6,0.335,2.2,4.2,0.507,0.504,2,2.4,0.833,1.5,4.7,6.3,1.9,0.9,0.3,1.6,2.8,13,NA
229,"Cole Anthony",24,"ORL","PG",67,22,1234,6.7,15.8,0.424,2.2,6.4,0.353,4.5,9.5,0.471,0.494,2.7,3.3,0.823,1.3,4.6,6,5.6,1.3,0.9,3,4.4,18.4,NA
230,"Ben Sheppard",23,"IND","SG",63,9,1228,3.5,8.4,0.418,2,5.8,0.342,1.5,2.6,0.591,0.537,0.7,0.8,0.889,1.3,3.9,5.2,2.5,1.1,0.4,0.6,3.7,9.7,NA
231,"Daniel Gafford",26,"DAL","C",57,31,1226,8.3,11.8,0.702,0,0,NA,8.3,11.8,0.702,0.702,4,5.8,0.689,4.6,6.8,11.4,2.3,0.7,3,1.9,4.5,20.6,NA
232,"John Collins",27,"UTA","PF",40,31,1220,8.3,15.7,0.527,1.7,4.4,0.399,6.5,11.3,0.577,0.583,4.1,4.8,0.848,2.6,7,9.6,2.4,1.2,1.2,3,3.4,22.4,NA
233,"Caleb Martin",29,"2TM","SF",45,24,1218,3.8,9,0.424,1.1,3,0.359,2.7,5.9,0.458,0.485,1.8,2.9,0.622,1.6,3.7,5.2,2.8,1.4,0.7,1.7,2.6,10.5,NA
233,"Caleb Martin",29,"PHI","SF",31,24,943,3.9,8.9,0.435,1.3,3.3,0.379,2.6,5.5,0.469,0.506,1.8,2.8,0.622,1.6,3.6,5.2,2.6,1.3,0.8,1.6,2.4,10.7,NA
233,"Caleb Martin",29,"DAL","SF",14,0,275,3.7,9.4,0.389,0.5,2.1,0.25,3.1,7.3,0.429,0.417,2,3.1,0.625,1.3,4.1,5.4,3.4,1.6,0.4,1.7,3.1,9.8,NA
234,"Kristaps Porziņģis",29,"BOS","C",42,42,1210,8.2,17.1,0.483,3.1,7.4,0.412,5.2,9.6,0.537,0.572,4.8,5.9,0.809,2,6.4,8.4,2.6,0.9,1.9,1.6,3.5,24.3,NA
235,"Brandon Clarke",28,"MEM","PF",64,18,1207,7,11.3,0.621,0,0.5,0.059,7,10.8,0.647,0.622,1.8,2.6,0.701,3.8,5.9,9.7,2,1.6,1.1,1.2,4.3,15.9,NA
236,"Deandre Ayton",26,"POR","C",40,40,1206,7.9,14,0.566,0.2,1,0.188,7.7,13,0.594,0.573,1.2,1.8,0.667,3.7,8.4,12.1,1.9,0.9,1.2,2.1,2.6,17.2,NA
237,"Jarace Walker",21,"IND","PF",75,5,1187,5.2,10.9,0.472,2.3,5.6,0.405,2.9,5.3,0.543,0.576,1.4,2.1,0.667,0.8,6.2,6.9,3.3,1.6,0.8,2.4,3.5,14,NA
238,"Kawhi Leonard",33,"LAC","SF",37,37,1180,9.5,19,0.498,2.4,5.8,0.411,7.1,13.2,0.536,0.56,3,3.7,0.81,1.1,5.6,6.7,3.5,1.8,0.5,2.2,1.7,24.3,NA
239,"Clint Capela",30,"ATL","C",55,41,1176,6.7,11.9,0.559,0,0,0,6.7,11.9,0.56,0.559,1.6,3,0.536,5.3,9,14.4,1.9,1,1.6,1.4,3.2,14.9,NA
240,"Cody Martin",29,"2TM","SF",53,8,1173,4.2,10,0.418,1.3,4.6,0.285,2.9,5.3,0.534,0.485,1.3,1.9,0.705,1.6,5.2,6.9,3.2,1.7,1,1.6,2.9,11,NA
240,"Cody Martin",29,"CHO","SF",39,8,967,4.3,10,0.433,1.5,4.6,0.323,2.8,5.4,0.528,0.507,1.3,1.8,0.694,1.5,5.1,6.6,3.3,1.6,1,1.6,2.7,11.4,NA
240,"Cody Martin",29,"PHO","SF",14,0,206,3.5,10,0.351,0.5,4.7,0.111,3,5.2,0.567,0.377,1.6,2.1,0.75,2.3,6.1,8.4,2.8,2.3,1,1.6,4,9.1,NA
241,"Mark Williams",23,"CHO","C",44,41,1171,8.3,13.7,0.604,0,0.1,0,8.3,13.6,0.609,0.604,4,5,0.804,4.1,9.7,13.7,3.4,1,1.7,2.2,3.2,20.6,NA
242,"Precious Achiuwa",25,"NYK","C",57,10,1170,5,10.1,0.502,0.3,1.1,0.278,4.7,9,0.529,0.517,1.3,2.1,0.594,3.1,6.6,9.8,1.7,1.4,1.3,1.4,2.5,11.7,NA
243,"Nikola Jović",21,"MIA","PF",46,10,1156,5.4,11.7,0.456,2.4,6.5,0.371,2.9,5.2,0.563,0.56,2.2,2.7,0.828,0.8,4.8,5.6,4.1,1.2,0.4,1.9,2.6,15.4,NA
244,"Justin Edwards",21,"PHI","SF",44,26,1155,5.4,11.8,0.455,2.2,5.9,0.363,3.2,5.9,0.548,0.546,1,1.4,0.696,1.4,3.2,4.6,2.2,1.4,0.5,1.5,3.1,13.9,NA
245,"Vit Krejci",24,"ATL","PG",57,16,1153,4.5,9.1,0.497,2.8,6.4,0.437,1.7,2.7,0.64,0.651,1,1.4,0.711,0.7,4.2,4.9,4.6,1.1,0.8,1.6,3.3,12.9,NA
246,"Jonathan Kuminga",22,"GSW","PF",47,10,1144,8.1,17.9,0.454,1.4,4.8,0.305,6.7,13.1,0.508,0.495,4.9,7.4,0.668,1.8,5.1,6.8,3.3,1.2,0.7,2.2,2.8,22.6,NA
247,"Kevon Looney",28,"GSW","C",76,6,1142,4.5,8.8,0.514,0.1,0.2,0.4,4.4,8.6,0.516,0.518,1.8,3.1,0.566,5.8,8.7,14.6,3.7,1.5,1.2,1.2,4.9,10.8,NA
248,"Kenrich Williams",30,"OKC","PF",69,7,1132,5.4,11.3,0.483,2.1,5.4,0.386,3.3,5.8,0.574,0.576,0.9,1.2,0.718,2.1,5.6,7.7,3.1,1.4,0.3,1.2,3.5,13.9,NA
249,"Julian Phillips",21,"CHI","SF",79,5,1123,4.1,9.2,0.446,1.6,4.9,0.327,2.5,4.3,0.582,0.533,1.9,2.4,0.789,2.1,3.3,5.4,1.3,1.2,0.6,0.9,3.5,11.7,NA
250,"Aaron Nesmith",25,"IND","SF",45,37,1123,6.2,12.1,0.507,2.7,6.3,0.431,3.5,5.9,0.587,0.617,2.3,2.6,0.913,1.2,4.5,5.7,1.7,1.1,0.5,1.2,3.7,17.3,NA
251,"Dalano Banton",25,"POR","PG",67,7,1120,6.4,16.3,0.391,2.3,7.1,0.324,4.1,9.2,0.442,0.462,2.9,4,0.728,1,3.4,4.3,5.1,1.4,1.1,2.8,1.9,18,NA
252,"Ben Simmons",28,"2TM","PG",51,24,1120,3.7,7.2,0.52,0,0,NA,3.7,7.2,0.52,0.52,0.8,1.1,0.727,1.5,6.2,7.7,9.2,1.2,0.7,3.3,3.4,8.2,NA
252,"Ben Simmons",28,"BRK","PG",33,24,825,4.1,7.4,0.547,0,0,NA,4.1,7.4,0.547,0.547,0.8,1.1,0.692,1.3,6.2,7.5,10,1.1,0.7,3.8,3.5,8.9,NA
252,"Ben Simmons",28,"LAC","PG",18,0,295,2.8,6.5,0.434,0,0,NA,2.8,6.5,0.434,0.434,0.7,0.9,0.857,2.1,6.3,8.4,6.8,1.5,0.9,1.7,3.2,6.3,NA
253,"Ja'Kobe Walter",20,"TOR","SG",52,18,1103,5.2,12.8,0.405,2.1,6.1,0.349,3.1,6.8,0.454,0.487,2.2,2.7,0.795,1.9,3.3,5.2,2.6,1.4,0.3,1.6,3.1,14.7,NA
254,"Jaxson Hayes",24,"LAL","C",56,35,1093,5.3,7.3,0.722,0,0.1,0,5.3,7.2,0.732,0.722,2,3.2,0.622,2.6,6.3,8.9,1.9,1,1.7,1.4,4.5,12.6,NA
255,"Cameron Payne",30,"NYK","PG",72,5,1090,5.9,14.7,0.401,3.1,8.5,0.363,2.8,6.3,0.453,0.506,1.6,1.8,0.907,0.5,3,3.4,6.7,1.3,0.5,1.7,3.7,16.5,NA
256,"Jonathan Isaac",27,"ORL","PF",71,1,1090,4.4,10.7,0.414,1.3,5,0.258,3.1,5.7,0.549,0.474,2.4,3.5,0.682,4,6.4,10.4,1.3,2,2.6,1.1,3,12.6,NA
257,"DaQuan Jeffries",27,"CHO","SG",47,20,1071,4,9.8,0.405,1.8,5.5,0.335,2.1,4.3,0.496,0.5,0.8,1,0.8,1.2,3.3,4.5,1.8,0.9,0.8,1.2,3.3,10.6,NA
258,"Jusuf Nurkić",30,"2TM","C",51,32,1063,5.7,11.9,0.477,1.1,3.6,0.305,4.6,8.4,0.551,0.523,2.9,4.3,0.664,2.9,10.6,13.5,3.9,1.4,1.2,3.3,4.4,15.3,NA
258,"Jusuf Nurkić",30,"PHO","C",25,23,592,4.5,9.9,0.454,1.2,3.6,0.322,3.3,6.3,0.529,0.512,2.9,4.2,0.696,2.8,11.1,13.9,2.9,1.4,1,3.5,4.7,13.1,NA
258,"Jusuf Nurkić",30,"CHO","C",26,9,471,7.2,14.4,0.497,1,3.5,0.283,6.2,10.9,0.566,0.532,2.8,4.5,0.627,3,9.9,12.9,5.2,1.3,1.4,3.1,4,18.2,NA
259,"Seth Curry",34,"CHO","SG",68,14,1062,5.6,11.6,0.478,2.8,6.2,0.456,2.7,5.5,0.503,0.599,1.1,1.3,0.846,0.8,3,3.8,2,0.9,0.2,1.1,2,15.1,NA
260,"Cody Williams",20,"UTA","SG",50,21,1060,2.8,8.7,0.323,1.2,4.6,0.259,1.6,4.1,0.393,0.391,1,1.4,0.725,0.9,2.9,3.8,2,0.8,0.5,1.5,3.2,7.8,NA
261,"Isaac Okoro",24,"CLE","SG",55,22,1053,4.2,9.1,0.464,1.9,5.2,0.371,2.3,4,0.586,0.569,1.1,1.6,0.717,1.7,2.8,4.4,2.3,1.1,0.5,0.8,3.6,11.5,NA
262,"Oso Ighodaro",22,"PHO","PF",61,6,1045,3.9,6.4,0.604,0,0.1,0,3.9,6.4,0.611,0.604,1,1.7,0.58,2.3,5.4,7.6,2.4,1,1,1.3,3.5,8.8,NA
263,"Jared Butler",24,"2TM","SG",60,17,1044,7,15.6,0.448,2.1,5.8,0.355,4.9,9.8,0.504,0.514,2.6,3.1,0.824,0.9,2.9,3.8,7.6,1.4,0.4,2.8,3.3,18.7,NA
263,"Jared Butler",24,"WAS","PG",32,0,362,8.5,17.5,0.483,1.5,4.1,0.366,7,13.4,0.519,0.526,3.5,4.5,0.778,1.4,2.7,4.1,8.2,1.2,0.5,2.9,4,21.9,NA
263,"Jared Butler",24,"PHI","SG",28,17,682,6.2,14.6,0.426,2.4,6.8,0.352,3.9,7.9,0.49,0.507,2.1,2.4,0.87,0.6,3.1,3.6,7.3,1.6,0.4,2.7,3,16.9,NA
264,"Jamison Battle",23,"TOR","SF",59,10,1042,5.1,12,0.429,3.6,8.9,0.405,1.5,3,0.5,0.581,0.6,0.6,0.889,1.3,4.2,5.5,1.8,0.6,0.3,0.9,3.2,14.5,NA
265,"Noah Clowney",20,"BRK","PF",46,20,1042,4.6,12.9,0.358,3,9,0.333,1.6,3.8,0.414,0.474,2.3,2.8,0.838,1.5,4.8,6.3,1.4,0.8,0.7,1.6,3.6,14.5,NA
266,"Alex Caruso",30,"OKC","SG",54,3,1041,4.8,10.9,0.446,2.1,5.9,0.353,2.8,5,0.556,0.541,1.5,1.8,0.824,1.3,4.2,5.5,4.7,3,1,1.3,3.5,13.2,NA
267,"Kris Murray",24,"POR","SF",69,6,1040,4.1,9.7,0.419,0.9,4.2,0.225,3.1,5.5,0.566,0.468,0.9,2,0.456,2.6,3.7,6.3,2.4,1.2,0.6,1.5,2.3,9.9,NA
268,"Dejounte Murray",28,"NOP","PG",31,31,1012,6.9,17.6,0.393,1.8,6.2,0.299,5.1,11.4,0.444,0.445,3.6,4.4,0.823,0.6,6.5,7.1,8.1,2.2,0.4,3.8,2.2,19.3,NA
269,"Jalen Suggs",23,"ORL","PG",35,35,1002,7.1,17.3,0.41,2.7,8.7,0.314,4.3,8.6,0.506,0.489,3.5,4,0.882,0.8,4.2,5.1,4.6,1.8,1.2,3.7,3.5,20.4,NA
270,"Kyle Anderson",31,"2TM","PF",61,4,1002,5.1,10.9,0.469,0.9,2.5,0.357,4.2,8.4,0.502,0.51,1.7,2.3,0.738,1.9,5.5,7.4,5.2,1.4,1.2,1.3,2.9,12.8,NA
270,"Kyle Anderson",31,"GSW","PF",36,3,541,5.1,11.2,0.45,1.3,3.5,0.365,3.8,7.8,0.487,0.506,1.2,1.8,0.667,1.8,5.5,7.3,5.4,1.7,1.3,1.3,2.7,12.6,NA
270,"Kyle Anderson",31,"MIA","SF",25,1,461,5.2,10.5,0.493,0.5,1.4,0.333,4.7,9.1,0.517,0.515,2.3,3,0.789,2,5.5,7.5,5,1.1,1,1.3,3.2,13.1,NA
271,"Brandon Boston Jr.",23,"NOP","SG",42,10,993,6,13.8,0.436,1.8,5.1,0.35,4.2,8.7,0.485,0.5,2.4,3.1,0.788,1,3.8,4.9,3.3,1.9,0.3,1.9,2.6,16.2,NA
272,"Dalen Terry",22,"CHI","SG",73,5,987,4.4,9.8,0.448,1.3,3.8,0.356,3,6,0.506,0.517,1.8,2.5,0.71,1.4,3.1,4.5,3.5,1.6,0.5,1.9,4.2,11.9,NA
273,"Andre Jackson Jr.",23,"MIL","SG",67,43,980,3.5,7.2,0.477,1.1,2.8,0.395,2.4,4.4,0.529,0.553,0.4,0.9,0.5,2.4,4.3,6.7,3,1.2,0.5,2.1,4.2,8.4,NA
274,"Zach Collins",27,"2TM","PF",64,12,977,5.6,11.1,0.507,1.2,3.9,0.302,4.5,7.2,0.617,0.56,2.5,2.9,0.885,3.8,6.9,10.6,4.1,1.1,1.1,2.2,4.9,15,NA
274,"Zach Collins",27,"SAS","C",36,4,425,5.2,11.2,0.462,1.2,3.9,0.304,4,7.3,0.547,0.515,2.6,3,0.886,3.2,5.3,8.6,4.4,1.2,1.3,1.9,5.9,14.1,NA
274,"Zach Collins",27,"CHI","PF",28,8,552,6,11.1,0.541,1.2,3.9,0.3,4.8,7.2,0.673,0.594,2.5,2.8,0.884,4.2,8,12.2,3.8,1,0.9,2.4,4,15.7,NA
275,"Trayce Jackson-Davis",24,"GSW","C",62,37,967,6.5,11.2,0.576,0,0.1,0,6.5,11.1,0.582,0.576,2.2,3.8,0.578,4.5,7,11.6,3.9,0.9,1.4,1.7,2.7,15.2,NA
276,"Thomas Bryant",27,"2TM","C",66,8,963,6.1,12,0.508,1.8,5.5,0.324,4.3,6.5,0.665,0.583,2.1,2.4,0.859,3.1,6.3,9.4,2,1,1.5,1.1,2.8,16,NA
276,"Thomas Bryant",27,"MIA","C",10,0,115,3.8,8.8,0.429,1.9,5.3,0.353,1.9,3.4,0.545,0.536,3.4,3.4,1,1.9,8.1,10,1.3,0.3,2.8,0.6,2.8,12.8,NA
276,"Thomas Bryant",27,"IND","C",56,8,848,6.4,12.4,0.515,1.8,5.6,0.321,4.6,6.9,0.673,0.587,1.9,2.3,0.83,3.3,6,9.3,2.1,1.1,1.4,1.2,2.8,16.5,NA
277,"Jalen Smith",24,"CHI","C",64,2,962,7.1,15.3,0.466,2.7,8.3,0.324,4.4,7,0.634,0.554,2.7,3.3,0.809,3.3,10,13.4,2.4,0.6,1.6,1.4,3.6,19.6,NA
278,"Jordan Clarkson",32,"UTA","SG",37,9,962,7.5,18.4,0.408,3.1,8.7,0.362,4.4,9.8,0.448,0.493,4.3,5.4,0.797,0.9,3.5,4.4,5.2,1.2,0.3,3.2,1.9,22.5,NA
279,"Gary Payton II",32,"GSW","SG",62,11,927,6.6,11.6,0.574,1.2,3.7,0.326,5.4,7.9,0.69,0.626,1,1.5,0.711,2.1,5.1,7.2,3.2,2,0.7,1.5,4.2,15.5,NA
280,"Brandon Miller",22,"CHO","SF",27,27,924,7.7,19.1,0.403,4.1,11.4,0.355,3.7,7.7,0.475,0.509,2.6,3.1,0.861,1,4.1,5.1,3.8,1.1,0.8,3,2.9,22.1,NA
281,"Bruce Brown",28,"2TM","PG",41,12,922,5.1,12.1,0.421,1.1,3.2,0.333,4,8.9,0.452,0.464,2.1,2.5,0.815,1.6,4.8,6.4,3.3,1.3,0.4,1.5,2.8,13.3,NA
281,"Bruce Brown",28,"TOR","PG",18,0,353,5.8,13.4,0.435,1.1,3.7,0.306,4.7,9.7,0.484,0.477,2.7,3,0.897,1.7,5.2,6.9,2.9,1.7,0.3,1.9,2.7,15.4,NA
281,"Bruce Brown",28,"NOP","PG",23,12,569,4.6,11.3,0.41,1,2.8,0.356,3.6,8.4,0.429,0.455,1.7,2.3,0.75,1.5,4.6,6.1,3.5,1.1,0.4,1.3,2.8,12,NA
282,"Immanuel Quickley",25,"TOR","PG",33,33,918,7.2,17.2,0.42,3.3,8.8,0.378,3.9,8.4,0.465,0.517,4.4,5,0.867,0.6,4,4.6,7.5,0.9,0.2,2.3,2.4,22.1,NA
283,"Trendon Watford",24,"BRK","PF",44,6,913,6.5,13.8,0.469,1.1,3.5,0.33,5.3,10.3,0.515,0.51,3.7,4.8,0.762,1.5,4.8,6.3,4.5,1.1,0.5,3.3,3.7,17.7,NA
284,"KJ Martin",24,"2TM","PF",43,16,912,4.4,7.9,0.552,0.6,2.3,0.259,3.8,5.6,0.671,0.59,1.5,1.9,0.787,1.2,3.7,4.9,1.9,0.7,0.9,0.9,4,10.8,NA
284,"KJ Martin",24,"PHI","PF",24,7,480,4.6,7.4,0.616,0.6,1.6,0.381,4,5.9,0.679,0.657,1.8,2.2,0.828,1.6,3.8,5.4,1.4,0.8,1.2,0.9,4.6,11.5,NA
284,"KJ Martin",24,"UTA","SF",19,9,432,4.2,8.5,0.49,0.6,3.1,0.189,3.6,5.4,0.662,0.525,1.1,1.5,0.722,0.7,3.7,4.4,2.4,0.5,0.5,1,3.2,10,NA
285,"Jaden Hardy",22,"DAL","SG",57,3,907,7.1,16.4,0.435,3,7.8,0.386,4.1,8.6,0.479,0.527,2.4,3.4,0.698,0.4,3.2,3.5,3.2,1.1,0.2,3.3,3.6,19.7,NA
286,"Day'Ron Sharpe",23,"BRK","C",50,2,907,6.5,12.6,0.521,0.4,1.8,0.244,6.1,10.8,0.566,0.538,2.2,2.9,0.757,5.9,7.2,13.1,3.6,1.6,1.7,2.5,4.5,15.8,NA
287,"Adem Bona",21,"PHI","C",58,11,905,5.4,7.6,0.703,0,0,0,5.4,7.6,0.707,0.703,2.7,4,0.67,3.7,6.1,9.7,1.1,1,2.7,2.4,5,13.4,NA
288,"Tre Jones",25,"2TM","PG",46,9,905,5.1,9.5,0.538,0.8,1.9,0.396,4.3,7.6,0.574,0.578,2.2,2.7,0.821,1.2,3.4,4.6,7.6,1.5,0.4,1.4,2.2,13.1,NA
288,"Tre Jones",25,"SAS","PG",28,0,450,3.6,7.4,0.484,0.6,2.1,0.308,3,5.4,0.552,0.527,2,2.6,0.758,1.2,3.4,4.6,8.3,1.4,0.4,1.7,2.6,9.8,NA
288,"Tre Jones",25,"CHI","PG",18,9,455,6.6,11.5,0.572,0.9,1.7,0.5,5.7,9.7,0.585,0.61,2.4,2.7,0.882,1.3,3.3,4.6,7,1.5,0.4,1.1,1.7,16.4,NA
289,"Jaden Ivey",22,"DET","SG",30,30,898,7.6,16.6,0.46,2.5,6.2,0.409,5.1,10.4,0.49,0.536,3.4,4.7,0.733,1.6,3.4,5,4.8,1.1,0.4,3.6,2.7,21.2,NA
290,"Kelly Olynyk",33,"2TM","C",44,22,891,5.4,10.8,0.5,1.3,3.2,0.418,4.1,7.6,0.534,0.562,3.4,4.4,0.769,2.5,5.8,8.3,5.2,1.3,0.8,3.1,5,15.5,NA
290,"Kelly Olynyk",33,"TOR","C",24,2,383,5.5,11.1,0.5,1.8,4,0.442,3.8,7,0.533,0.581,3.2,4,0.791,2.3,6,8.4,5.3,1.5,0.8,3.3,5.5,16.1,NA
290,"Kelly Olynyk",33,"NOP","C",20,20,508,5.3,10.6,0.5,1,2.6,0.389,4.3,8.1,0.535,0.547,3.5,4.6,0.754,2.6,5.7,8.3,5.1,1.2,0.8,2.9,4.5,15.1,NA
291,"Chet Holmgren",22,"OKC","C",32,32,877,6.9,14,0.49,1.8,4.8,0.379,5,9.2,0.547,0.554,4.1,5.5,0.754,2,8.6,10.5,2.6,0.9,2.9,2.3,3,19.7,NA
292,"Neemias Queta",25,"BOS","C",62,6,863,5.5,8.5,0.65,0,0.1,0,5.5,8.3,0.66,0.65,1.9,2.5,0.754,3.7,6.1,9.8,1.9,0.8,1.8,1.7,4.4,12.9,NA
293,"Alec Burks",33,"MIA","SG",49,14,863,4.8,11.3,0.424,3.7,8.6,0.425,1.1,2.7,0.422,0.587,1.6,2,0.776,0.6,4.5,5.2,2.3,1.2,0.3,1.2,1.5,14.9,NA
294,"Chris Boucher",32,"TOR","PF",50,0,862,7.6,15.5,0.492,2.9,8.1,0.363,4.7,7.4,0.633,0.586,2.8,3.6,0.782,2.9,6.4,9.4,1.4,1,1,1.2,2.8,21,NA
295,"Zion Williamson",24,"NOP","PF",30,30,857,12.1,21.3,0.567,0.1,0.5,0.231,12,20.8,0.576,0.57,6.6,10.1,0.656,3.2,5.9,9.1,6.7,1.6,1.1,3.8,3.4,31,NA
296,"Khris Middleton",33,"2TM","SF",37,21,843,6.8,14.4,0.475,2,5.7,0.361,4.8,8.7,0.549,0.546,3.1,3.6,0.857,0.6,5.3,5.9,6.4,1.5,0.3,2.4,3.2,18.8,NA
296,"Khris Middleton",33,"MIL","SF",23,7,534,7.3,14.2,0.512,2.4,5.8,0.407,4.9,8.4,0.584,0.595,2.6,3.1,0.848,0.3,5.4,5.7,6.9,1.1,0.3,2.5,3.5,19.6,NA
296,"Khris Middleton",33,"WAS","SF",14,14,309,6.1,14.7,0.413,1.5,5.5,0.277,4.5,9.2,0.494,0.464,3.8,4.4,0.868,0.9,5.1,6.1,5.6,2.1,0.3,2.2,2.7,17.5,NA
297,"KJ Simpson",22,"CHO","PG",36,15,842,4.4,12.9,0.346,1.4,5.6,0.254,3,7.3,0.415,0.4,1.8,2.1,0.82,1.7,3,4.7,4.8,1.5,0.3,2.4,2.4,12.1,NA
298,"Shake Milton",28,"2TM","SG",57,2,837,4.9,10.9,0.453,1.6,4.6,0.358,3.3,6.4,0.52,0.528,2,2.5,0.797,1.3,3.1,4.5,4.4,1.1,0.2,1.7,2.9,13.5,NA
298,"Shake Milton",28,"BRK","SG",27,1,492,5.3,11.5,0.465,2,5.3,0.389,3.3,6.2,0.529,0.554,1.8,2.4,0.758,1.2,2.6,3.7,4.7,1.1,0.1,1.5,3.1,14.6,NA
298,"Shake Milton",28,"LAL","SG",30,1,345,4.4,10.1,0.433,1,3.5,0.294,3.3,6.6,0.508,0.485,2.3,2.7,0.846,1.6,4,5.5,4,1,0.3,2.1,2.5,12.1,NA
299,"Dereck Lively II",20,"DAL","C",36,29,833,5.8,8.3,0.702,0,0,NA,5.8,8.3,0.702,0.702,2,3.2,0.63,4.5,7.2,11.7,3.7,0.9,2.4,1.8,4.3,13.6,NA
300,"Garrison Mathews",28,"ATL","SG",47,2,830,4.4,11.1,0.397,3.7,9.5,0.39,0.7,1.7,0.436,0.562,2.8,3.4,0.821,0.6,3.2,3.8,2.6,1.1,0.7,1.3,3.5,15.3,NA
301,"Cam Whitmore",20,"HOU","SF",51,3,827,7.8,17.5,0.444,2.8,8,0.355,5,9.6,0.518,0.525,2.4,3.1,0.75,1.6,5,6.6,2.1,1.3,0.6,2,1.9,20.8,NA
302,"Ryan Rollins",22,"MIL","PG",56,19,820,5.8,11.9,0.487,2.2,5.3,0.408,3.6,6.6,0.55,0.577,1.6,2,0.8,0.9,3.8,4.7,4.6,1.8,0.7,2.3,3.9,15.3,NA
303,"Marcus Sasser",24,"DET","PG",57,1,811,6.1,13.1,0.463,2.6,6.7,0.382,3.5,6.4,0.549,0.561,1.9,2.3,0.843,0.8,2.3,3.1,5.9,1.6,0.2,2.4,3.2,16.6,NA
304,"Steven Adams",31,"HOU","C",58,3,794,4.1,7.6,0.545,0,0.1,0,4.1,7.5,0.552,0.545,1.9,4.2,0.462,7.5,7.3,14.8,3,1,1.3,2.4,2.7,10.2,NA
305,"Aaron Holiday",28,"HOU","PG",62,3,792,5.3,12.2,0.437,3.3,8.2,0.398,2,4,0.517,0.571,1.5,1.9,0.829,0.6,3,3.5,3.8,0.9,0.5,1.7,2.9,15.5,NA
306,"Karlo Matković",23,"NOP","PF",42,7,791,6.1,10.7,0.574,1,3,0.318,5.2,7.7,0.675,0.619,1.5,2,0.773,2.9,6.6,9.5,2.1,1,1.9,2,4.8,14.8,NA
307,"Caleb Houstan",22,"ORL","SF",58,6,788,3.7,8.7,0.421,2.9,7.3,0.4,0.7,1.4,0.533,0.589,0.7,0.8,0.882,0.9,2.6,3.4,1.6,1,0.3,0.6,2.8,10.9,NA
308,"Vasilije Micić",31,"2TM","PG",41,16,785,4.4,12.5,0.348,2.1,5.7,0.36,2.3,6.8,0.338,0.43,1.6,1.9,0.829,0.9,3.2,4.1,5.9,0.7,0,3.5,2.1,12.3,NA
308,"Vasilije Micić",31,"CHO","PG",36,16,764,4.5,12.9,0.348,2.1,5.9,0.36,2.4,7,0.338,0.43,1.6,1.9,0.829,0.9,3.2,4.1,6,0.7,0,3.5,2.1,12.7,NA
308,"Vasilije Micić",31,"PHO","PG",5,0,21,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,3.4,3.4,1.7,0,0,5.1,1.7,0,NA
309,"Jaylin Williams",22,"OKC","PF",47,9,784,4.5,10.1,0.439,2.8,7,0.399,1.7,3.1,0.529,0.577,1.1,1.4,0.767,2.2,9.8,12,5.5,1,1.3,1.6,3.6,12.8,NA
310,"Pelle Larsson",23,"MIA","SG",55,8,782,4.1,9.3,0.438,1.5,4.4,0.337,2.6,5,0.528,0.517,1.9,2.8,0.672,1.3,2.9,4.2,3,1.5,0.3,1.1,4.2,11.6,NA
